"Candidat", "Dépenses totales", "Recettes totales", "Dons", "Apports partis", "Concours en nature", "Autres", "Apports personnel", "Soldes compte de campagne", "Dév (1)", "RFE (2)", "Déc. CNCCFP", "Circoncription", "Plafond de dépenses", "Remboursement maximum"
"M. HVIDSTEN Axel","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 5","64 698 €","32 350 €"
"M. LIGONIE Bruno","25 537","25 537","0","0","355","0","25 182","0","0","25 182","A","Alpes-Maritimes - 5","64 698 €","32 350 €"
"M. RÉMOND Jean-Jacques","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 5","64 698 €","32 350 €"
"Mme THIÉMONGE Jeanine","142","150","150","0","0","0","0","8","8","0","A","Alpes-Maritimes - 5","64 698 €","32 350 €"
"M. TUJAGUE Francis","17 957","17 957","10 938","0","0","0","7 019","0","0","7 019","A","Alpes-Maritimes - 5","64 698 €","32 350 €"
"M. BOUILLEAUX Alain","250","250","0","225","25","0","0","0","0","0","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"Mme BRUNIER Marie-France","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"Mme CHARRAC Martine","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"M. DAMIANI Antoine","16 283","16 283","7 487","900","0","0","7 896","0","0","7 896","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"M. DOMBREVAL Loïc","26 047","26 268","0","0","4 024","0","22 244","221","0","22 023","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"Mme DUBOIS Anne-Marie","1 218","1 218","1 105","113","0","0","0","0","0","0","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"Mme FAGUER Joëlle","619","619","0","483","0","0","136","0","0","0","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"Mme LARTIGUE Monique","7 576","7 576","75","0","0","0","7 501","0","0","7 501","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"M. LUCA Lionnel","32 127","37 067","22 010","9 700","5 357","0","0","4 940","4 940","0","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"Mme NATIVI Martine","1 255","1 255","610","495","0","0","150","0","0","0","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"M. OLLIVIER Jean-Yves","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"Mme PAULUS Michelle","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"Mme VIARD Beatrix","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 6","69 151 €","34 576 €"
"M. COTTE Maurice","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 7","69 074 €","34 538 €"
"Mme CURTET Carine","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 7","69 074 €","34 538 €"
"M. FOCACHON Isidore","31 529","31 529","0","0","0","0","31 529","0","0","0","R","Alpes-Maritimes - 7","69 074 €","34 538 €"
"Mme KRETCHMANN Nicole","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 7","69 074 €","34 538 €"
"M. LEONETTI Jean","55 533","55 533","0","9 700","1 090","0","44 743","0","0","34 537","A","Alpes-Maritimes - 7","69 074 €","34 538 €"
"Mme LLORENS Muguette","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 7","69 074 €","34 538 €"
"Edwige","10 982","10 982","0","0","0","0","10 982","0","0","10 982","A","Alpes-Maritimes - 7","69 074 €","34 538 €"
"M. MUSSI Philippe","228","228","0","227","0","0","1","0","0","0","A","Alpes-Maritimes - 7","69 074 €","34 538 €"
"M. PÉTARD Christian","267","267","0","244","23","0","0","0","0","0","A","Alpes-Maritimes - 7","69 074 €","34 538 €"
"M. PIEL Gérard","16 269","16 269","3 000","0","0","0","13 269","0","0","13 269","A","Alpes-Maritimes - 7","69 074 €","34 538 €"
"Mme BARBARIN Ginette","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 8","60 145 €","30 073 €"
"Mme CRAPIZ Apolline","26 156","26 156","0","900","0","0","25 256","0","0","25 256","A","Alpes-Maritimes - 8","60 145 €","30 073 €"
"M. CYVOCT Henri","261","261","0","254","7","0","0","0","0","0","A","Alpes-Maritimes - 8","60 145 €","30 073 €"
"M. LAFARGUE Patrick","21 931","21 931","150","0","300","0","21 481","0","0","21 481","A","Alpes-Maritimes - 8","60 145 €","30 073 €"
"M. NUSSLE Lionel","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 8","60 145 €","30 073 €"
"Mme ROLLY Sylvie","1 554","1 554","200","0","0","0","1 354","0","0","0","A","Alpes-Maritimes - 8","60 145 €","30 073 €"
"M. VILLON Jean-Pierre","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 8","60 145 €","30 073 €"
"M. VINCENT-VIRY Henri","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 8","60 145 €","30 073 €"
"Mme ARRII Béatrix","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 9","70 310 €","35 156 €"
"M. ASCHIERI André","36 512","36 512","18 410","0","5 096","0","13 006","0","0","13 006","A","Alpes-Maritimes - 9","70 310 €","35 156 €"
"M. DEBONNET Hugo","454","454","250","0","0","0","204","0","0","0","A","Alpes-Maritimes - 9","70 310 €","35 156 €"
"M. DEGIOANNI Jean-Marc","48 182","49 150","0","0","0","0","49 150","968","0","0","R","Alpes-Maritimes - 9","70 310 €","35 156 €"
"M. DUCREUX Pascal","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 9","70 310 €","35 156 €"
"CHANNES Johanne","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 9","70 310 €","35 156 €"
"M. MARCHIVE François","215","215","0","15","200","0","0","0","0","0","A","Alpes-Maritimes - 9","70 310 €","35 156 €"
"M. MASSA Maurice","0","0","0","0","0","0","0","0","0","0","A","Alpes-Maritimes - 9","70 310 €","35 156 €"
"Mme PUTZOLU Nadia","292","292","0","235","57","0","0","0","0","0","A","Alpes-Maritimes - 9","70 310 €","35 156 €"
"Mlle ALIROL Anne","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 1","61 072 €","30 537 €"
"M. BAS Gilles","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 1","61 072 €","30 537 €"
"Mme BERTHEAS Christiane","21 117","21 117","0","0","0","0","21 117","0","0","0","A","Ardèche - 1","61 072 €","30 537 €"
"Mlle BROTTES Marjorie","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 1","61 072 €","30 537 €"
"M. IMBERT Jean-Yves","12 270","20 000","0","0","0","0","20 000","7 730","0","0","R","Ardèche - 1","61 072 €","30 537 €"
"M. LAVIS Christian","903","903","0","0","250","0","653","0","0","0","A","Ardèche - 1","61 072 €","30 537 €"
"Mme LE GORGEU Marie-Odile","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 1","61 072 €","30 537 €"
"Mme LE TOUX Nadège","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 1","61 072 €","30 537 €"
"Mme MOULAIN Cécile","32","32","0","15","17","0","0","0","0","0","A","Ardèche - 1","61 072 €","30 537 €"
"Mme NOILLY Yvette","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 1","61 072 €","30 537 €"
"M. PRADA Christian","234","425","0","416","9","0","0","191","191","0","A","Ardèche - 1","61 072 €","30 537 €"
"M. TERRASSE Pascal","44 356","44 356","7 134","900","1 167","0","35 155","0","0","30 536","A","Ardèche - 1","61 072 €","30 537 €"
"Mlle CAUVIN Béatrice","319","439","0","419","20","0","0","120","120","0","A","Ardèche - 2","64 350 €","32 176 €"
"M. CHAMBON Dominique","34 853","34 869","0","0","0","0","34 869","16","0","32 175","A","Ardèche - 2","64 350 €","32 176 €"
"M. DUSSOPT Olivier","21 335","22 301","3 693","1 608","0","0","17 000","966","0","16 034","A","Ardèche - 2","64 350 €","32 176 €"
"M. FANTINI Jean","2 779","2 779","90","0","0","0","2 689","0","0","0","A","Ardèche - 2","64 350 €","32 176 €"
"Mme FAURE Véronique","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 2","64 350 €","32 176 €"
"M. FRACHON Christophe","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 2","64 350 €","32 176 €"
"Mlle GORISSE Odette","15","15","0","15","0","0","0","0","0","0","A","Ardèche - 2","64 350 €","32 176 €"
"Mme INGLESE Brigitte","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 2","64 350 €","32 176 €"
"M. MOURGUES Jean-Claude","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 2","64 350 €","32 176 €"
"M. ROUBY Michel","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 2","64 350 €","32 176 €"
"M. ARNOU Eric","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 3","59 724 €","29 862 €"
"Sandrine","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 3","59 724 €","29 862 €"
"M. BROTTES Bernard","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 3","59 724 €","29 862 €"
"M. DEHO Jean-Pierre","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 3","59 724 €","29 862 €"
"Mme ELVIRA Sandrine","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 3","59 724 €","29 862 €"
"Mme FINOT Marie-Paule","0","0","0","0","0","0","0","0","0","0","A","Ardèche - 3","59 724 €","29 862 €"
"M. KINDO Yann","25","25","0","15","10","0","0","0","0","0","A","Ardèche - 3","59 724 €","29 862 €"
"Mme LARGERON Colette","244","419","0","416","3","0","0","175","175","0","A","Ardèche - 3","59 724 €","29 862 €"
"Mme LAURENT Suzanne","20 236","20 236","0","0","0","0","20 236","0","0","0","A","Ardèche - 3","59 724 €","29 862 €"
"M. ROMET Daniel","2 013","2 069","1 969","0","0","0","100","56","0","0","A","Ardèche - 3","59 724 €","29 862 €"
"M. SURREL Joseph","2 624","2 624","0","0","482","0","2 142","0","0","0","A","Ardèche - 3","59 724 €","29 862 €"
"M. BOTTE François","15","15","0","15","0","0","0","0","0","0","A","Ardennes - 1","63 212 €","31 607 €"
"M. DALLA-ROSA Sylvain","2 372","2 372","0","297","0","0","2 075","0","0","0","A","Ardennes - 1","63 212 €","31 607 €"
"M. FESNEAU Philippe","0","0","0","0","0","0","0","0","0","0","A","Ardennes - 1","63 212 €","31 607 €"
"M. LECLET Jean-François","22 894","22 894","165","0","0","0","22 729","0","0","22 729","A","Ardennes - 1","63 212 €","31 607 €"
"M. LENICE Philippe","573","665","0","165","0","0","500","92","0","0","A","Ardennes - 1","63 212 €","31 607 €"
"Mme LENOIR Valérie","0","0","0","0","0","0","0","0","0","0","A","Ardennes - 1","63 212 €","31 607 €"
"Mme OCTAVE Nadia","269","269","0","259","10","0","0","0","0","0","A","Ardennes - 1","63 212 €","31 607 €"
"Mme SAMYN Chantal","12 464","13 410","0","0","0","0","13 410","946","0","0","A","Ardennes - 1","63 212 €","31 607 €"
"M. FOURNAISE Jean-Michel","15","15","0","15","0","0","0","0","0","0","A","Ardennes - 2","62 852 €","31 427 €"
"M. JADON Jean-Pierre","0","0","0","0","0","0","0","0","0","0","A","Ardennes - 2","62 852 €","31 427 €"
"Mme LEFLON Michèle","2 313","2 313","0","521","0","0","1 792","0","0","0","A","Ardennes - 2","62 852 €","31 427 €"
"Mezhoura","439","625","0","625","0","0","0","186","186","0","A","Ardennes - 2","62 852 €","31 427 €"
"M. NOUET Joël","365","365","0","355","10","0","0","0","0","0","A","Ardennes - 2","62 852 €","31 427 €"
"Mme TILQUIN Josée","0","0","0","0","0","0","0","0","0","0","A","Ardennes - 2","62 852 €","31 427 €"
"M. VUILQUE Philippe","39 101","39 101","680","900","0","0","37 521","0","0","31 426","A","Ardennes - 2","62 852 €","31 427 €"
"M. BOISSIER Jacques","272","272","0","262","10","0","0","0","0","0","A","Ardennes - 3","59 809 €","29 905 €"
"Mme DESSIEUX Gisèle","13 725","14 385","4 785","0","2 400","0","7 200","660","0","0","A","Ardennes - 3","59 809 €","29 905 €"
"Mme HENRY Régine","1 820","1 820","65","297","0","0","1 458","0","0","0","A","Ardennes - 3","59 809 €","29 905 €"
"M. LAHOTTE Hervé","0","0","0","0","0","0","0","0","0","0","A","Ardennes - 3","59 809 €","29 905 €"
"Mme MAGNOU Maylis","270","684","0","684","0","0","0","414","414","0","A","Ardennes - 3","59 809 €","29 905 €"
"Mlle MATHIEU Hélène","15","15","0","15","0","0","0","0","0","0","A","Ardennes - 3","59 809 €","29 905 €"
"M. PIERRARD Jean","0","0","0","0","0","0","0","0","0","0","A","Ardennes - 3","59 809 €","29 905 €"
"TONNERRE","0","0","0","0","0","0","0","0","0","0","A","Ardennes - 3","59 809 €","29 905 €"
"Mme BUCAILLE Veronique","3 045","3 045","0","0","3 045","0","0","0","0","0","A","Ariège - 1","56 512 €","28 257 €"
"M. CUVILLIER Thierry","0","0","0","0","0","0","0","0","0","0","A","Ariège - 1","56 512 €","28 257 €"
"M. FERNANDEZ Jean-Luc","0","0","0","0","0","0","0","0","0","0","A","Ariège - 1","56 512 €","28 257 €"
"Mme GRIZON Sylvie","0","0","0","0","0","0","0","0","0","0","A","Ariège - 1","56 512 €","28 257 €"
"M. SEEL Denis","29","29","0","15","14","0","0","0","0","0","A","Ariège - 1","56 512 €","28 257 €"
"M. SERRANO Jose","0","0","0","0","0","0","0","0","0","0","A","Ariège - 1","56 512 €","28 257 €"
"M. SOULET Didier","295","295","0","289","6","0","0","0","0","0","A","Ariège - 1","56 512 €","28 257 €"
"Mme ZAMMIT Josette","1 462","1 462","0","200","0","0","1 262","0","0","0","A","Ariège - 1","56 512 €","28 257 €"
"M. CALLEJA Philippe","22 364","22 364","9 400","10 700","1 479","0","785","0","0","785","A","Ariège - 2","57 454 €","28 728 €"
"M. CHAUMONT Raymond","0","0","0","0","0","0","0","0","0","0","A","Ariège - 2","57 454 €","28 728 €"
"Mme CLARET Marie-Angele","43","43","0","15","28","0","0","0","0","0","A","Ariège - 2","57 454 €","28 728 €"
"Mme COUVE Caroline","2 963","3 124","2 010","1 094","0","0","20","161","141","0","A","Ariège - 2","57 454 €","28 728 €"
"Mme CUVILLIER Pascale","0","0","0","0","0","0","0","0","0","0","A","Ariège - 2","57 454 €","28 728 €"
"Mme DARDE Marie-Jose","0","0","0","0","0","0","0","0","0","0","A","Ariège - 2","57 454 €","28 728 €"
"M. GUEGUEN Pierre","269","269","40","229","0","0","0","0","0","0","A","Ariège - 2","57 454 €","28 728 €"
"Mme HOCQUARD Francoise","3 045","3 045","0","3 045","0","0","0","0","0","0","A","Ariège - 2","57 454 €","28 728 €"
"M. NAUDY Michel","26 733","26 733","720","0","600","0","25 413","0","0","25 413","A","Ariège - 2","57 454 €","28 728 €"
"Mme RIOS-REBAUD Veronique","0","0","0","0","0","0","0","0","0","0","A","Ariège - 2","57 454 €","28 728 €"
"Mme SANTI Jacqueline","331","331","0","316","15","0","0","0","0","0","A","Ariège - 2","57 454 €","28 728 €"
"Mme BONHOMME Monique","408","408","0","408","0","0","0","0","0","0","A","Aube - 1","59 323 €","29 662 €"
"Mme DE BALMAIN Roselyne","0","0","0","0","0","0","0","0","0","0","A","Aube - 1","59 323 €","29 662 €"
"M. FOURNILLON Sebastien","0","0","0","0","0","0","0","0","0","0","A","Aube - 1","59 323 €","29 662 €"
"M. HOUPLON Pascal","764","1 246","0","246","0","0","1 000","482","0","0","A","Aube - 1","59 323 €","29 662 €"
"Mme IMBERDIS Cathy","0","0","0","0","0","0","0","0","0","0","A","Aube - 1","59 323 €","29 662 €"
"M. SEBEYRAN Marc","28 917","28 917","11 115","4 000","23","0","13 779","0","0","13 779","A","Aube - 1","59 323 €","29 662 €"
"M. SIMARD Guy","0","0","0","0","0","0","0","0","0","0","A","Aube - 1","59 323 €","29 662 €"
"Mme ZAJAC Anna","881","881","0","0","0","0","881","0","0","0","A","Aube - 1","59 323 €","29 662 €"
"Mme BAICRY Anne","0","0","0","0","0","0","0","0","0","0","A","Aube - 2","62 459 €","31 230 €"
"Mme CARDOSO Deolinda","443","443","0","443","0","0","0","0","0","0","A","Aube - 2","62 459 €","31 230 €"
"M. CORNEVIN Jean pierre","1 284","1 284","0","0","0","0","1 284","0","0","0","A","Aube - 2","62 459 €","31 230 €"
"Mme LE CADRE Anne marie","0","0","0","0","0","0","0","0","0","0","A","Aube - 2","62 459 €","31 230 €"
"M. MALARMEY Marc","25 605","25 605","0","0","0","0","25 605","0","0","25 605","A","Aube - 2","62 459 €","31 230 €"
"M. MATHIS Jean claude","40 548","40 564","6 955","9 700","4 097","0","19 812","16","0","19 796","A","Aube - 2","62 459 €","31 230 €"
"Mme NORMANT Denise","0","0","0","0","0","0","0","0","0","0","A","Aube - 2","62 459 €","31 230 €"
"M. VIVET Jean","0","0","0","0","0","0","0","0","0","0","A","Aube - 2","62 459 €","31 230 €"
"M. BAROIN Francois","43 362","48 033","29 965","9 700","8 368","0","0","4 671","4 671","0","A","Aube - 3","64 445 €","32 223 €"
"M. BERNARDIE Maurice","0","0","0","0","0","0","0","0","0","0","A","Aube - 3","64 445 €","32 223 €"
"M. BERNAUD Christian","0","0","0","0","0","0","0","0","0","0","A","Aube - 3","64 445 €","32 223 €"
"M. BISSEY Pierre","485","485","0","485","0","0","0","0","0","0","A","Aube - 3","64 445 €","32 223 €"
"Mme DELPLANQUE Francoise","950","1 213","0","213","0","0","1 000","263","0","0","A","Aube - 3","64 445 €","32 223 €"
"M. GARNIER Guy","0","0","0","0","0","0","0","0","0","0","A","Aube - 3","64 445 €","32 223 €"
"M. MAES Lucien","0","0","0","0","0","0","0","0","0","0","A","Aube - 3","64 445 €","32 223 €"
"M. MATHIEU Pierre","32 542","32 542","15","0","81","0","32 446","0","0","32 223","A","Aube - 3","64 445 €","32 223 €"
"M. PARACHOUT Christian","0","0","0","0","0","0","0","0","0","0","A","Aube - 3","64 445 €","32 223 €"
"Mme SPAGNOL Theodoulitsa","15","15","0","15","0","0","0","0","0","0","A","Aube - 3","64 445 €","32 223 €"
"M. BORD Daniel","0","0","0","0","0","0","0","0","0","0","A","Aude - 1","61 095 €","30 548 €"
"M. BRUN Jean-Pierre","0","0","0","0","0","0","0","0","0","0","A","Aude - 1","61 095 €","30 548 €"
"Amandine","3 269","5 000","0","0","0","0","5 000","1 731","0","0","A","Aude - 1","61 095 €","30 548 €"
"Mme CHESA Isabelle","31 831","42 160","15 460","11 700","0","0","15 000","10 329","0","4 671","A","Aude - 1","61 095 €","30 548 €"
"Mme DENUX Monique","16 140","20 672","20","0","573","0","20 079","4 532","0","15 547","A","Aude - 1","61 095 €","30 548 €"
"Mme EL HEDRI Lucile","302","302","0","288","14","0","0","0","0","0","A","Aude - 1","61 095 €","30 548 €"
"Mme GAMERRE Claudine","0","0","0","0","0","0","0","0","0","0","A","Aude - 1","61 095 €","30 548 €"
"Mme LATORRE Claudine","0","0","0","0","0","0","0","0","0","0","A","Aude - 1","61 095 €","30 548 €"
"Mme URROZ Magali","0","0","0","0","0","0","0","0","0","0","A","Aude - 1","61 095 €","30 548 €"
"M. VIELMAS Alain","158","245","230","15","0","0","0","87","87","0","A","Aude - 1","61 095 €","30 548 €"
"M. VIEULES Jacques","0","0","0","0","0","0","0","0","0","0","A","Aude - 1","61 095 €","30 548 €"
"M. AMIARD Yannick","0","0","0","0","0","0","0","0","0","0","A","Aude - 2","67 211 €","33 606 €"
"Mme CARPENTIER Elise","3 045","3 045","0","0","3 045","0","0","0","0","0","A","Aude - 2","67 211 €","33 606 €"
"Mme DECAENS Fabienne","0","0","0","0","0","0","0","0","0","0","A","Aude - 2","67 211 €","33 606 €"
"Mme ESCUDIÉ Hélène","0","0","0","0","0","0","0","0","0","0","A","Aude - 2","67 211 €","33 606 €"
"M. IMBERT Stéphane","0","0","0","0","0","0","0","0","0","0","A","Aude - 2","67 211 €","33 606 €"
"Mme KONTOWICZ Véronique","299","299","0","288","11","0","0","0","0","0","A","Aude - 2","67 211 €","33 606 €"
"M. SCHROEDER Francis","264","315","0","315","0","0","0","51","51","0","A","Aude - 2","67 211 €","33 606 €"
"M. SOHIER Alain","15 984","24 292","0","15 482","0","0","8 810","8 308","0","0","A","Aude - 2","67 211 €","33 606 €"
"M. VERDIER Denis","0","0","0","0","0","0","0","0","0","0","A","Aude - 2","67 211 €","33 606 €"
"M. DE SOOS Martin","0","0","0","0","0","0","0","0","0","0","A","Aude - 3","61 043 €","30 522 €"
"M. DUPRÉ Jean-Paul","27 340","27 420","1 000","900","0","0","25 520","80","0","25 440","A","Aude - 3","61 043 €","30 522 €"
